MID	state	page	role	content	ps	book
2341	NULL	NULL	NULL	「蕃薯毋驚落土爛，只求枝葉代代湠。」	1999.07.15	台灣俗語全鬥句7月
2342	NULL	NULL	NULL	「一言不中，千言無用。」	1999.07.14	台灣俗語全鬥句7月
2343	NULL	NULL	NULL	即句俗語的意思是：	NULL	台灣俗語全鬥句7月
2344	NULL	NULL	NULL	參別人交往一開始著講白賊話，無誠懇的話；	NULL	台灣俗語全鬥句7月
2345	NULL	NULL	NULL	一旦被拆破後，日後閣作卡濟的說明，攏於事無補。	NULL	台灣俗語全鬥句7月
2346	NULL	NULL	NULL	一個人講出來的話愛算話，這才算做有「信」用。	NULL	台灣俗語全鬥句7月
2347	NULL	NULL	NULL	「信」即字，拆開來看是「人言」，	NULL	台灣俗語全鬥句7月
2348	NULL	NULL	NULL	所以一個人袂使開喙烏白講話，亦是講嘐韶(hau1-siau5)話。	NULL	台灣俗語全鬥句7月
2349	NULL	NULL	NULL	若無，伊所講的話，著無人會相信，	NULL	台灣俗語全鬥句7月
2350	NULL	NULL	NULL	甚至人格會受著別人的懷疑，形象也會受著傷害。	NULL	台灣俗語全鬥句7月
2351	NULL	NULL	NULL	人佮人鬥陣做伙愛坦白、誠懇，	NULL	台灣俗語全鬥句7月
2352	NULL	NULL	NULL	所以若(na2)對人講一句無誠意的話，亦是講一句白賊話，	NULL	台灣俗語全鬥句7月
2353	NULL	NULL	NULL	予人知影了後，後來閣千言萬語來解說，嘛無人卜(要)相信。	NULL	台灣俗語全鬥句7月
2354	NULL	NULL	NULL	因為講白賊話的人，為著卜隱瞞家己心虛，	NULL	台灣俗語全鬥句7月
2355	NULL	NULL	NULL	會閣講卡濟的白賊話，來欺騙別人。	NULL	台灣俗語全鬥句7月
2356	NULL	NULL	NULL	所以即句俗語「一言不中，千言無用」，	NULL	台灣俗語全鬥句7月
2357	NULL	NULL	NULL	是咧教示咱愛講老實話，愛講好聽話。	NULL	台灣俗語全鬥句7月
2358	NULL	NULL	NULL	若無，伊講的話著會予人當做「馬耳東風」。	NULL	台灣俗語全鬥句7月
2359	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句7月
2360	NULL	NULL	NULL	「一言既出，駟馬難追。」、	NULL	台灣俗語全鬥句7月
2361	NULL	NULL	NULL	「相命喙，糊累累。」、	NULL	台灣俗語全鬥句7月
2362	NULL	NULL	NULL	「一擺賊，百世賊」、	NULL	台灣俗語全鬥句7月
2363	NULL	NULL	NULL	「一支喙吱吱彈，尻川予人犁田。」、	NULL	台灣俗語全鬥句7月
2364	NULL	NULL	NULL	「好歹在心內，喙唇皮仔相款待。」、	NULL	台灣俗語全鬥句7月
2365	NULL	NULL	NULL	「心歹(bai2)無人知，喙歹上厲害。」、	NULL	台灣俗語全鬥句7月
2366	NULL	NULL	NULL	「好話毋出門，歹話漲破腹肚腸。」	1999.07.14	台灣俗語全鬥句7月
2367	NULL	NULL	NULL	「一更窮，二更富；三更起大厝，四更拆袂赴。」	1999.07.13	台灣俗語全鬥句7月
2368	NULL	NULL	NULL	即句俗語描寫一個人一夜之間，唯散赤到好額起大厝，	NULL	台灣俗語全鬥句7月
2369	NULL	NULL	NULL	毋拘天猶(iau2)未光煞咧走路，	NULL	台灣俗語全鬥句7月
2370	NULL	NULL	NULL	「落魄」、「風光」攏看佇眼前，	NULL	台灣俗語全鬥句7月
2371	NULL	NULL	NULL	人生起起落落，足濟代誌予人料想袂到的，真是使人感慨萬千。	NULL	台灣俗語全鬥句7月
2372	NULL	NULL	NULL	俗語講得好：「坐咧食，山嘛也崩」	NULL	台灣俗語全鬥句7月
2373	NULL	NULL	NULL	一個人若願趁願食，毋免驚會餓(go5)死。	NULL	台灣俗語全鬥句7月
2374	NULL	NULL	NULL	「勤儉扑拚」卡有底。	NULL	台灣俗語全鬥句7月
2375	NULL	NULL	NULL	一個人上驚趁大錢了後，去惹著歹習慣，	NULL	台灣俗語全鬥句7月
2376	NULL	NULL	NULL	比如酒、飲、嫖、賭、毒等，	NULL	台灣俗語全鬥句7月
2377	NULL	NULL	NULL	遮個(這些)物件，往往攏會使人傾家蕩產。	NULL	台灣俗語全鬥句7月
2378	NULL	NULL	NULL	莫怪有人一夜之間財產化為烏有。	NULL	台灣俗語全鬥句7月
2379	NULL	NULL	NULL	另外，趁錢愛照起工，毋通一心想卜好額，	NULL	台灣俗語全鬥句7月
2380	NULL	NULL	NULL	著行歪路趁無良心錢，一旦事機敗漏被發現，著會家伙破產。	NULL	台灣俗語全鬥句7月
2381	NULL	NULL	NULL	古早人講：「僥倖錢失德了，流汗錢開袂了。」	NULL	台灣俗語全鬥句7月
2382	NULL	NULL	NULL	是值得咱思考的一句話。	NULL	台灣俗語全鬥句7月
2383	NULL	NULL	NULL	參即句俗語相關的，另外有	NULL	台灣俗語全鬥句7月
2384	NULL	NULL	NULL	「半暝報贏徼，天光報上吊。」、	NULL	台灣俗語全鬥句7月
2385	NULL	NULL	NULL	「一更報喜，二更報死。」、	NULL	台灣俗語全鬥句7月
2386	NULL	NULL	NULL	「好天無存雨來糧，到雨來就無思量。」、	NULL	台灣俗語全鬥句7月
2387	NULL	NULL	NULL	「細空毋補，大空叫苦。」、	NULL	台灣俗語全鬥句7月
2388	NULL	NULL	NULL	「三年一閏，好歹照輪。」、	NULL	台灣俗語全鬥句7月
2389	NULL	NULL	NULL	「圓人會扁，扁人會圓。」、	NULL	台灣俗語全鬥句7月
2390	NULL	NULL	NULL	「初三四月眉意，十五六月當圓，廿三四月暗暝。」、	NULL	台灣俗語全鬥句7月
2391	NULL	NULL	NULL	「有時星光、有時月光。」	1999.07.13	台灣俗語全鬥句7月
2392	NULL	NULL	NULL	「一年新婦，兩年話拄，三年師(sai)傅。」	1999.07.12	台灣俗語全鬥句7月
2393	NULL	NULL	NULL	即句俗語咧描寫，嫁過門的新婦，	NULL	台灣俗語全鬥句7月
2394	NULL	NULL	NULL	第一冬是安怎唯(ui2)無地位的「新婦仔」，事事項項攏順從，	NULL	台灣俗語全鬥句7月
2395	NULL	NULL	NULL	雖是受盡委曲，嘛毋敢有任何的怨言。	NULL	台灣俗語全鬥句7月
2396	NULL	NULL	NULL	經過一段時間了後，因為環境熟似(sai7)，	NULL	台灣俗語全鬥句7月
2397	NULL	NULL	NULL	所以加減有家己的意見，有時難免會應(in3)喙(chui3)應舌。	NULL	台灣俗語全鬥句7月
2398	NULL	NULL	NULL	時間一下久，若親像學「師仔」工，	NULL	台灣俗語全鬥句7月
2399	NULL	NULL	NULL	經過三冬四個月了後「出師」共款，	NULL	台灣俗語全鬥句7月
2400	NULL	NULL	NULL	著開始想卜做老大，對別人喝(huah4)起喝落。	NULL	台灣俗語全鬥句7月
2401	NULL	NULL	NULL	佇軍中不時傳出「老鳥」欺侮「菜鳥」的報導，	NULL	台灣俗語全鬥句7月
2402	NULL	NULL	NULL	啥乜(mih4)無所不至的代誌攏有，	NULL	台灣俗語全鬥句7月
2403	NULL	NULL	NULL	按借錢、請客、新兵操、扑死人…等，	NULL	台灣俗語全鬥句7月
2404	NULL	NULL	NULL	遮個會共欺侮的老兵，	NULL	台灣俗語全鬥句7月
2405	NULL	NULL	NULL	當初時敢毋是猶原唯新兵做起，	NULL	台灣俗語全鬥句7月
2406	NULL	NULL	NULL	應該上了解新兵的無辜佮無助才對。	NULL	台灣俗語全鬥句7月
2407	NULL	NULL	NULL	是安怎顛倒來欺侮新兵咧？	NULL	台灣俗語全鬥句7月
2408	NULL	NULL	NULL	主要是人性的「報復」，濫糝使用權力，	NULL	台灣俗語全鬥句7月
2409	NULL	NULL	NULL	國語有一句話講：「若待媳熬成婆，有過之而無不及」，	NULL	台灣俗語全鬥句7月
2410	NULL	NULL	NULL	大概是咧(leh4)講即款的道理吧！	NULL	台灣俗語全鬥句7月
2411	NULL	NULL	NULL	參即句俗語相關的，另外有	NULL	台灣俗語全鬥句7月
2412	NULL	NULL	NULL	「雜唸大家，出蠻皮新婦。」、	NULL	台灣俗語全鬥句7月
2413	NULL	NULL	NULL	「輒罵袂驚，輒扑袂疼。」、	NULL	台灣俗語全鬥句7月
2414	NULL	NULL	NULL	「輒見官不畏，輒食酒不醉。」、	NULL	台灣俗語全鬥句7月
2415	NULL	NULL	NULL	「嚴官府出厚賊，嚴父母出阿里不達。」、	NULL	台灣俗語全鬥句7月
2416	NULL	NULL	NULL	「好囝不免濟，濟囝餓死父，濟新婦氣死大家。」、	NULL	台灣俗語全鬥句7月
2417	NULL	NULL	NULL	「不孝新婦三頓燒，有孝查囝路上搖。」、	NULL	台灣俗語全鬥句7月
2418	NULL	NULL	NULL	「九頓米糕無上算，一頓冷糜抾去囥。」	1999.07.12	台灣俗語全鬥句7月
2419	NULL	NULL	NULL	「一囝扑毋食，濟囝搶咧食。」	1999.07.11	台灣俗語全鬥句7月
2420	NULL	NULL	NULL	即句俗語的意思是講，	NULL	台灣俗語全鬥句7月
2421	NULL	NULL	NULL	孤囝比較卡受著父母的逞倖(thing2-sing7)，	NULL	台灣俗語全鬥句7月
2422	NULL	NULL	NULL	往往食穿卡無欠匱，煞袂曉珍惜家己的好命，	NULL	台灣俗語全鬥句7月
2423	NULL	NULL	NULL	不時愛用竹仔枝押，才會恬恬(tiam7)乖乖仔食飯。	NULL	台灣俗語全鬥句7月
2424	NULL	NULL	NULL	但是若出世佇規大陣囡(gin2)仔的家庭，	NULL	台灣俗語全鬥句7月
2425	NULL	NULL	NULL	腹肚一下枵(iau)，逐(tak8)家若像枵鬼，	NULL	台灣俗語全鬥句7月
2426	NULL	NULL	NULL	相爭搶咧食，顛倒愈食愈有滋味。	NULL	台灣俗語全鬥句7月
2427	NULL	NULL	NULL	有的人是咬金湯匙來出世，	NULL	台灣俗語全鬥句7月
2428	NULL	NULL	NULL	一生卜啥乜(mih4)有啥乜(什麼)，	NULL	台灣俗語全鬥句7月
2429	NULL	NULL	NULL	掠(liah8)準生活本來著是安爾過，	NULL	台灣俗語全鬥句7月
2430	NULL	NULL	NULL	毋知影基層趁食人的艱苦，煞顛倒毋知珍惜。	NULL	台灣俗語全鬥句7月
2431	NULL	NULL	NULL	莫怪有人講「好額，袂(be7)過三代。」是有伊道理的。	NULL	台灣俗語全鬥句7月
2432	NULL	NULL	NULL	其實一個人的快樂，是伊享受偌(lua1濟，	NULL	台灣俗語全鬥句7月
2433	NULL	NULL	NULL	毋是伊擁有偌濟財產，	NULL	台灣俗語全鬥句7月
2434	NULL	NULL	NULL	所以咱若了解「知足」、「珍惜」、「感恩」的意義，	NULL	台灣俗語全鬥句7月
2435	NULL	NULL	NULL	安爾生活過著卡會平安佮(kah4)快樂。	NULL	台灣俗語全鬥句7月
2436	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句7月
2437	NULL	NULL	NULL	「好囝毋免濟，濟囝餓死父。」、	NULL	台灣俗語全鬥句7月
2438	NULL	NULL	NULL	「濟人，好食物(mih8)」、	NULL	台灣俗語全鬥句7月
2439	NULL	NULL	NULL	「腹肚若飽，著無好食(chiah8)物。」、	NULL	台灣俗語全鬥句7月
2440	NULL	NULL	NULL	「腹肚若枵(iau)全步數，腹肚若飽著無半步。」、	NULL	台灣俗語全鬥句7月
2441	NULL	NULL	NULL	「枵雞毋畏箠，枵人無惜面底皮。」、	NULL	台灣俗語全鬥句7月
2442	NULL	NULL	NULL	「凊飯，等枵人。」、	NULL	台灣俗語全鬥句7月
2443	NULL	NULL	NULL	「也著箠，也著糜。」、	NULL	台灣俗語全鬥句7月
2444	NULL	NULL	NULL	「先顧腹肚，才顧佛祖。」、	NULL	台灣俗語全鬥句7月
2445	NULL	NULL	NULL	「一箸喙裡哺，一箸佇半路，一箸金金顧。」	1999.07.11	台灣俗語全鬥句7月
2446	NULL	NULL	NULL	「一句問一句還，無問卡清閒。」	1999.07.10	台灣俗語全鬥句7月
2447	NULL	NULL	NULL	即句俗語主要咧強調，一個人毋(m7)通傷雜插(chap4)，	NULL	台灣俗語全鬥句7月
2448	NULL	NULL	NULL	愛管閒仔事，將代誌煞愈舞愈大條，	NULL	台灣俗語全鬥句7月
2449	NULL	NULL	NULL	安爾有當時會顧人怨，家己嘛嚥氣。	NULL	台灣俗語全鬥句7月
2450	NULL	NULL	NULL	保持中立、超然、恬靜的態度，	NULL	台灣俗語全鬥句7月
2451	NULL	NULL	NULL	得著當事者的信賴，凡勢卡好處理代誌。	NULL	台灣俗語全鬥句7月
2452	NULL	NULL	NULL	俗語講：「家己煩惱無夠，煩惱別人來鬥」，	NULL	台灣俗語全鬥句7月
2453	NULL	NULL	NULL	有的人足愛管代誌，啥乜(mih4)代誌，伊都亦卜插一跤(kha)，	NULL	台灣俗語全鬥句7月
2454	NULL	NULL	NULL	講卡好聽是「熱心」，另外一個講法叫做「雞婆」。	NULL	台灣俗語全鬥句7月
2455	NULL	NULL	NULL	其實每一個人，攏有伊私己的秘密，無想卜予人知。	NULL	台灣俗語全鬥句7月
2456	NULL	NULL	NULL	譬如：男女之間的交往、參加聯考填志願、	NULL	台灣俗語全鬥句7月
2457	NULL	NULL	NULL	揣(chue7)頭路、扑官司、生理失敗走路等。	NULL	台灣俗語全鬥句7月
2458	NULL	NULL	NULL	所以除了當事者主動問意見，抑(a2)是要求鬥跤手，	NULL	台灣俗語全鬥句7月
2459	NULL	NULL	NULL	若無徛(站)佇親情(ciann5)、朋友的立場，	NULL	台灣俗語全鬥句7月
2460	NULL	NULL	NULL	只要表示個人的關心著會使(sai2)，無必要過問傷濟(ce7)，	NULL	台灣俗語全鬥句7月
2461	NULL	NULL	NULL	比如：主動卜做媒人、介紹治療袂生囝的秘方等，	NULL	台灣俗語全鬥句7月
2462	NULL	NULL	NULL	予對方產生了壓力佮負擔。	NULL	台灣俗語全鬥句7月
2463	NULL	NULL	NULL	所以咱的祖先即句「一句問一句還；無問卡清閒。」的講法，	NULL	台灣俗語全鬥句7月
2464	NULL	NULL	NULL	是相當符合現代輔導理論的。	NULL	台灣俗語全鬥句7月
2465	NULL	NULL	NULL	參即句俗語有相關。另外有	NULL	台灣俗語全鬥句7月
2466	NULL	NULL	NULL	「家己煩惱無夠，煩惱別人來鬥。」、	NULL	台灣俗語全鬥句7月
2467	NULL	NULL	NULL	「有功無賞，扑破著賠。」、	NULL	台灣俗語全鬥句7月
2468	NULL	NULL	NULL	「一日無事，小神仙。」、	NULL	台灣俗語全鬥句7月
2469	NULL	NULL	NULL	「公親，變事主。」、	NULL	台灣俗語全鬥句7月
2470	NULL	NULL	NULL	「看人食肉，毋通看人相扑。」、	NULL	台灣俗語全鬥句7月
2471	NULL	NULL	NULL	「相罵無揀喙，相扑無揀位。」、	NULL	台灣俗語全鬥句7月
2472	NULL	NULL	NULL	「家己」	NULL	台灣俗語全鬥句7月
2473	NULL	NULL	NULL	「雙跤踏雙船，心頭亂紛紛。」、	NULL	台灣俗語全鬥句7月
2474	NULL	NULL	NULL	「有來有往，無來清爽。」、	NULL	台灣俗語全鬥句7月
2475	NULL	NULL	NULL	「是毋是，罵家己。」、	NULL	台灣俗語全鬥句7月
2476	NULL	NULL	NULL	「家己睏桌跤，煩惱別人的厝漏。」	1999.07.10	台灣俗語全鬥句7月
2477	NULL	NULL	NULL	「一代親、二代表三； 三代散了了。」	1999.07.09	台灣俗語全鬥句7月
2478	NULL	NULL	NULL	即句俗語字面的意思是：	NULL	台灣俗語全鬥句7月
2479	NULL	NULL	NULL	兄弟姊妹的關係，一代比一代卡疏遠。	NULL	台灣俗語全鬥句7月
2480	NULL	NULL	NULL	第一代是手足同胞、骨肉至親，	NULL	台灣俗語全鬥句7月
2481	NULL	NULL	NULL	傳到第二代的子女，互相就變成堂親、表親關係，	NULL	台灣俗語全鬥句7月
2482	NULL	NULL	NULL	到了第三代的子孫，互相有可能煞變成無熟似。	NULL	台灣俗語全鬥句7月
2483	NULL	NULL	NULL	時間的久長，會沖散人佮人的情份，	NULL	台灣俗語全鬥句7月
2484	NULL	NULL	NULL	認真來講，這是足正常的代誌，	NULL	台灣俗語全鬥句7月
2485	NULL	NULL	NULL	因為終其尾攏愛獨立門戶，隨人扑拚創造事業，建立新的關係。	NULL	台灣俗語全鬥句7月
2486	NULL	NULL	NULL	過頭強調宗親關係、鄉親關係、甚至族群關係，	NULL	台灣俗語全鬥句7月
2487	NULL	NULL	NULL	佇感情上可能有伊的價值。	NULL	台灣俗語全鬥句7月
2488	NULL	NULL	NULL	但是牽親引戚的結果，實際上對人際的互動是無意義的，	NULL	台灣俗語全鬥句7月
2489	NULL	NULL	NULL	嘛有可能影響著社會團結佮進步。	NULL	台灣俗語全鬥句7月
2490	NULL	NULL	NULL	俗語講：「五百冬前煮共一鼎，恁房通阮廳」，	NULL	台灣俗語全鬥句7月
2491	NULL	NULL	NULL	因此若卜認真講，逐家滯(tua3)佇即塊土地，	NULL	台灣俗語全鬥句7月
2492	NULL	NULL	NULL	淡薄攏嘛有親情關係。	NULL	台灣俗語全鬥句7月
2493	NULL	NULL	NULL	換一句話講：一個社會的形成是有機體的，	NULL	台灣俗語全鬥句7月
2494	NULL	NULL	NULL	隨時咧融合、交流、變化。	NULL	台灣俗語全鬥句7月
2495	NULL	NULL	NULL	因為人會遷徙(sua2)到別０跡、會有新的婚姻關係。	NULL	台灣俗語全鬥句7月
2496	NULL	NULL	NULL	所以對即塊島嶼，上好的關懷是提倡人權，改善社會福利，	NULL	台灣俗語全鬥句7月
2497	NULL	NULL	NULL	尊重每一個人的生命佮尊嚴，甚至對別的族群，	NULL	台灣俗語全鬥句7月
2498	NULL	NULL	NULL	嘛是共款愛安爾做。	NULL	台灣俗語全鬥句7月
2499	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句7月
2500	NULL	NULL	NULL	「有姑是姑丈，無姑是野和尚。」、	NULL	台灣俗語全鬥句7月
2501	NULL	NULL	NULL	「人在，人情在。」，	NULL	台灣俗語全鬥句7月
2502	NULL	NULL	NULL	「一代親、二代表，三代毋捌(識)了了。」、	NULL	台灣俗語全鬥句7月
2503	NULL	NULL	NULL	「金門毋認同安(uann)，台灣毋認唐山。」、	NULL	台灣俗語全鬥句7月
2504	NULL	NULL	NULL	「離鄉，不離腔。」、	NULL	台灣俗語全鬥句7月
2505	NULL	NULL	NULL	「田無溝，水無流。」、	NULL	台灣俗語全鬥句7月
2506	NULL	NULL	NULL	「一人一家代，公媽隨人祀(chai7)。」、	NULL	台灣俗語全鬥句7月
2507	NULL	NULL	NULL	「父死路遠，母死路斷。」	1999.07.09	台灣俗語全鬥句7月
2508	NULL	NULL	NULL	「一代娶矮某，三代出矮股。」	1999.07.08	台灣俗語全鬥句7月
2509	NULL	NULL	NULL	即句俗語字面的意思是：	NULL	台灣俗語全鬥句7月
2510	NULL	NULL	NULL	一代娶著矮某抑者嫁著矮翁，	NULL	台灣俗語全鬥句7月
2511	NULL	NULL	NULL	連紲(續)三代的囝孫攏是矮矮的身材，	NULL	台灣俗語全鬥句7月
2512	NULL	NULL	NULL	主要咧(leh0在)強調「遺傳基因」的重要性。	NULL	台灣俗語全鬥句7月
2513	NULL	NULL	NULL	一個人的成功，	NULL	台灣俗語全鬥句7月
2514	NULL	NULL	NULL	有人講「三分天註定，七分靠扑(打)拚」鼓勵的話，	NULL	台灣俗語全鬥句7月
2515	NULL	NULL	NULL	其實這是指一個正常的人來講，	NULL	台灣俗語全鬥句7月
2516	NULL	NULL	NULL	比如：伊愛有健康的身體、有正常的外表、有一定的頭殼，	NULL	台灣俗語全鬥句7月
2517	NULL	NULL	NULL	若無閣(koh4)卡安怎扑拚，恐驚伊的成就嘛有限。	NULL	台灣俗語全鬥句7月
2518	NULL	NULL	NULL	一個人有伊的內才佮(kah4和)外表的一面，	NULL	台灣俗語全鬥句7月
2519	NULL	NULL	NULL	通常來講，內才的改變往往受著外來的影響卡大。	NULL	台灣俗語全鬥句7月
2520	NULL	NULL	NULL	比如：環境、學習、受教育，	NULL	台灣俗語全鬥句7月
2521	NULL	NULL	NULL	無形中聊聊(慢慢liau5)著會改變一個人的內涵。	NULL	台灣俗語全鬥句7月
2522	NULL	NULL	NULL	所以有讀過冊、受過教育的人，一般講起來，	NULL	台灣俗語全鬥句7月
