type,pos,釋義1
鑿,VC,
鑿空,VB,
鑿鑿,VH,【形】刺激、不舒服的感覺。例：目睭鑿鑿，若像是生目針。Ba̍k-tsiu tsha̍k-tsha̍k, ná tshiūnn sī senn ba̍k-tsiam. (眼睛刺激不舒服，好像長針眼了。)　
長,VJ,
長久,VH,
長命,VH,【名】長壽、高壽。例：長命食百二。Tn̂g-miā tsia̍h pah-jī. (長壽活到一百二十歲。)　
長和宮,Nc,附錄－地名－廟宇名
長城,Nc,
長壽,VH,【形】長命、高壽。壽命很長。例：伊食甲真長壽。I tsia̍h kah tsin tn̂g-siū. (他活得很長壽。)　
長子,Na,
長官,Na,
長工,Na,【名】長期被傭僱的工人。例：阮兜的長工已經做五冬矣。Guán tau ê tn̂g-kang í-king tsò gōo tang--ah. (我們家的長工已經工作五年了。)　
長年,D,
長年菜,Na,【名】葉菜類。多指煮熟的整片芥菜。藉著切成長條的芥菜來象徵長壽。
長度,Na,
長房,Nb,
長期,Nd,
長桌,Na,
長治鄉,Nc,屏東縣行政區(附錄－地名－臺灣縣市行政區名)
長濱鄉,Nc,臺東縣行政區(附錄－地名－臺灣縣市行政區名)
長男,Na,【名】長子。排行最大的兒子。
長短,Na,1.【名】長度。例：我來共你量褲的長短。Guá lâi kā lí niû khòo ê tn̂g-té. (我來幫你量一下褲子的長度。)　
長線,Na,
長老,VH,1.【名】對年高德劭者的敬稱。
長衫,Na,1.【名】舊時的禮服，指男子穿的大褂。例：長衫疊馬褂　tn̂g-sann tha̍h bé-kuà(長袍馬褂)。
長裙,Na,
長褲,Na,
長輩,Na,【名】輩分高、年紀長的人。
長途,Na,【名】遙遠的路程。
長進,VH,【動】學業或品德上有進步。例：咱三年無相揣矣，我感覺你這馬敢若有較長進。Lán sann nî bô sio-tshuē--ah, guá kám-kak lí tsit-má kánn-ná ū khah tióng-tsìn. (我們三年沒聯絡了，我感覺你現在好像比較長進了。)　
門,VA,1.【名】建築物或車、船等可以開關的出入口，也指設於出入口能關閉的裝置。例：頭前門　thâu-tsîng mn̂g。
門人,Na,
門口,Nc,【名】大門入口。
門市,Nc,【名】用來展示公司貨品或是做零售生意的店面。
門市部,Nc,
門徒,Na,
門戶,Na,1.【名】房屋或其他建築物的出入口。例：兩家門戶相對。In nn̄g ke mn̂g-hōo sio-tuì. (他們兩家的門戶相對。)　
門扇,Na,【名】門板。例：門扇鬥袂峇。Mn̂g-sìnn tàu bē bā. (門板關不緊。也指兩人不合。)　
門斗,Na,【名】門框。
門生,Na,
門神,Na,【名】門的守護神。畫或貼在門板上的神像。
門票,Na,【名】入場券。進入某限制場所時，所必須持有的通行票券。
門簾,Na,【名】房門上掛的簾子。
門聯,Na,
門號,Na,
門診,VA,【名】醫生在醫院或診所中為病人看病。
門路,Na,【名】管道、途徑。
門閂,Na,【名】關門的橫木。
門風,Na,【名】家風。家庭的名譽。例：提親進前，逐家攏會去探對方的門風。Thê-tshin tsìn-tsîng, ta̍k-ke lóng ē khì thàm tuì-hong ê mn̂g-hong. (提親前，大家都會先去打聽對方家庭的名聲。)　
閂,VC,1.【名】關閉門戶用的橫木。例：門閂　mn̂g-tshuànn。
閃,VC,1.【動】躲避、避開。例：你閃邊仔啦！Lí siám pinn--á--lah! (你閃一邊去啦！)；相閃車　sio-siám-tshia(會車)。
閃光,Na,
閃光燈,Na,
閃爍,VA,【形】光線不穩定，明明滅滅的樣子，也常以「閃閃爍爍」(siám-siám-sih-sih)的重疊型態出現。例：閃爍的天星　siám-sih ê thinn-tshenn(星光閃爍)。
閃避,VC,【動】閃躲。不敢面對。例：閃避不及　siám-pī put ki̍p(來不及躲開)。
閃開,VA,【動】讓開、避開。例：伊看著我來就緊閃開。I khuànn tio̍h guá lâi tō kín siám--khui. (他一看見我來就趕緊躲開。)　
閃電,Na,
閉,VC,【動】關起來、封起來。例：閉關　pì-kuan、閉幕　pì-bōo。
閉幕,VH,
開,VJ,1.【動】啟、打開。例：開門　khui mn̂g、開罐頭　khui kuàn-thâu。[反]關
開價,VJ,【動】出價。賣方所說出的價格。
開元寺,Nc,附錄－地名－廟宇名
開刀,VB,1.【動】外科醫生為病人動手術。
開創,VC,
開動,VC,
開口,VA,【動】啟齒。例：開口借錢　khai-kháu tsioh-tsînn。
開單,VA,【動】開罰單、開稅單。
開基,VA,【動】創立、開創基業。例：阮的祖先是三百外年前來臺灣開基的。Guán ê tsóo-sian sī sann-pah guā nî tsîng lâi Tâi-uân khai-ki--ê. (我們的祖先是三百多年前來臺灣開基的。)；伊想欲家己開基創業。I siūnn beh ka-kī khai-ki tshòng-gia̍p. (他想要自己開基創業。)　
開墾,VC,【動】開闢未經開發過的荒地。
開始,VL,
開學,VH,【動】一學期課業開始。
開展,VC,
開工,VH,
開市,VA,1.【動】市場或商店開始營業，進行買賣。例：彼間新的賣場當時欲開市？Hit king sin ê bē-tiûnn tang-sî beh khui-tshī? (那家新的賣場何時會開始營業？)　[近]開業
開幕,VH,1.【動】指戲劇或節目開演。
開店,VA,
開庭,VA,
開張,VA,【動】開始營業。
開戰,VB,
開戶,VA,
開拓,VC,
開採,VC,
開播,VA,
開支,Na,
開放,VH,【動】針對特殊地區，取消不必要的禁制，任人自由活動。
開會,VA,【動】許多人聚集在一起討論事情，以解決問題。
開朗,VH,
開業,VA,1.【動】指醫院、商店、公司等開張，第一天營業。
開標,VA,
開機,VA,
開發,VC,【動】有計畫的開拓新的事物。
開盤,VA,【動】股票或金融市場開始買賣運作。
開票,VA,
開竅,VH,【動】指人因為受到開導啟發，終於領悟或變得聰明有見識。
開端,VH,
開花,VH,1.【動】植物的花朵開放。
開設,VC,
開課,VA,
開講,VA,1.【動】閒談聊天。例：閒閒咧開講　îng-îng teh khai-káng(閒來無事在聊天)。
開路,VA,1.【動】開闢道路。
開車,VA,1.【動】駕駛車輛。例：開車愛專心。Khui-tshia ài tsuan-sim. (開車要專心。)　[近]駛車
開辦,VC,
開銷,Na,【名】開支。所支付出去的金錢。例：你這個月的開銷有較濟。Lí tsit kò gue̍h ê khai-siau ū khah tsē. (你這個月的開銷比較多。)　
開門,VA,
開開,VC,【形】打開著的。例：喙開開　tshuì khui-khui(張著嘴巴)。
開闊,VHC,1.【形】寬闊、廣闊。例：這个所在誠開闊。Tsit ê sóo-tsāi tsiânn khui-khuah. (這個地方很寬闊。)　
開關,VC,【名】接通、中斷或轉換電流的設備。
開除,VC,
閏,VJ,【名】曆法中年、月、日的劃分與回歸年的長度不能配合，為調整曆法與天象間的差距，在適當年分中增加完整的一日或一個月。例：三年一閏，好歹照輪。Sann nî tsi̍t jūn, hó-pháinn tsiàu lûn. (農曆大約三年閏年一次，引申為風水輪流轉。)　
閏月,Na,【名】陰曆以月球繞地球一周為一個月，小月二十九天，大月三十天，十二個月只有三百五十四天或三百五十五天，比陽曆一年差十天二十一小時。所以大約每三年加置一個閏月，五年兩閏，十九年七閏，用來調整陰、陽曆之間的差距。
閒,VH,
閒人,Na,1.【名】遊手好閒、無所事事的人。例：伊逐工食飽睏，睏飽食，真正是一个閒人。I ta̍k kang tsia̍h-pá khùn, khùn-pá tsia̍h, tsin-tsiànn sī tsi̍t ê îng-lâng. (他整天吃飽睡，睡飽吃，真的是一個閒人。)　
閒話,VA,
閒錢,Na,【名】多餘不急用的錢。
間,VJ,
間接,VH,
間格,Na,
間諜,Na,
閘,Na,1.【動】截、遮斷。例：閘水　tsa̍h tsuí(切斷水源)。
閣,Na,1.【副】又、再、還。例：今仔日伊閣來矣。Kin-á-ji̍t i koh lâi--ah. (今天他又來了。)；伊講明仔載欲閣來。I kóng bîn-á-tsài beh koh lâi. (他說明天要再來。)；叫你莫來你閣來。Kiò lí mài lâi lí koh lâi. (叫你別來你又來。)　
閣員,Na,
閣樓,Na,
閩,Nc,
閱,VH,
閱讀,VC,
閹,VC,【動】割除雄性器官。例：閹過的雞公飼較會大。Iam kuè ê ke-kang tshī khah ē tuā. (閹掉的雄雞能夠養比較大隻。)　
閹雞,Na,【名】被閹割過的公雞。現在外面的招牌都戲稱「太監雞」。
閻,Nb,附錄－百家姓
閻王,Nb,
閻羅王,Nb,【名】地獄中的鬼王。在佛經中是地獄的審判者，掌管人間的生死、壽命，及獎善罰惡諸事。
闊,VH,【形】寬大、寬鬆、寬廣。例：所在闊　sóo-tsāi khuah(地方大)、腹腸真闊　pak-tn̂g tsin khuah(心胸很開闊)、人面闊　lâng-bīn-khuah(人面廣)。
闔,VC,
闕,Nf,附錄－百家姓
闖,VC,
關,VJ,附錄－百家姓
關仔嶺,Nc,附錄－地名－山脈名
關係,VK,1.【名】人事物間的關連情形。例：親子關係　tshin-tsú kuan-hē。
關公,Nb,
關切,VJ,
關卡,Na,
關山,Nc,附錄－地名－火車線站名
關山鎮,Nc,臺東縣行政區(附錄－地名－臺灣縣市行政區名)
關帝廟,Nc,臺南市關廟(附錄－地名－舊地名)
關帝爺,Nb,【名】關帝、關聖帝君。關羽，字雲長，本字長生。為三國時蜀漢大將，輔佐劉備成大業，曾大破曹軍，威震一時。因其為人忠直仁義，廣受民間崇祀，後人遂尊稱為「關公」。
關心,VK,【動】關懷、掛念。例：伊真關心老大人，定定去養老院拜訪。I tsin kuan-sim lāu-tuā-lâng, tiānn-tiānn khì ióng-ló-īnn pài-hóng. (他很關心老人家，常常到養老院拜訪。)　
關愛,VJ,
關懷,VJ,
關於,P,
關機,VA,
關注,VJ,
關渡,Nc,附錄－地名－臺北捷運淡水線站名
關渡宮,Nc,附錄－地名－廟宇名
關照,VJ,
關稅,Na,【名】海關所徵收的進出口的貨物稅。例：關稅減輕，生理有較好做。Kuan-suè kiám-khin, sing-lí ū khah hó tsò. (關稅減輕，生意有比較好做。)　
關節,Na,【名】骨頭與骨頭相接連，可以活動的部分。
關節炎,Na,【名】病名。因關節發炎而引起的紅、腫、熱、痛等現象的病症。
關聯,VI,
關落陰,VB,【名】觀靈術的一種。指被施法的人在經過施法後，以一種靈魂出竅的方式，去黃泉尋找過世的親人。
關西鎮,Nc,新竹縣行政區(附錄－地名－臺灣縣市行政區名)
關連,VI,
關鍵,VH,
關門,VH,【動】把門關上。例：你入來的時，紲手關門。Lí ji̍p--lâi ê sî, suà-tshiú kuainn-mn̂g. (你進來的時候，順手關門。)　
闢,VC,
阮,Nh,附錄－百家姓
防,VC,1.【動】預先戒備。例：防備　hông-pī、國防　kok-hông。
防備,VE,【動】提防、戒備。
防守,VC,【動】防衛、防備。
防止,VE,
防毒,VH,
防水,VH,
防治,VC,
防火,VH,
防疫,VA,
防盜,VH,
防禦,VE,
防空,A,
防空壕,Na,【名】為了防備空襲減少損害而挖掘的壕溝。
防範,VE,
防腐劑,Na,【名】一種防止東西腐敗的藥劑。
防衛,VC,
防護,VC,
阻,VC,
阻力,Na,
阻擋,VC,【動】阻止。阻擾，抵擋。例：無人會當阻擋我去完成這件代誌。Bô-lâng ē-tàng tsóo-tòng guá khì uân-sîng tsit kiānn tāi-tsì. (沒有人能夠阻擋我去完成這件事情。)　
阻止,VC,【動】制止。阻擾、阻攔。例：阿公所決定的代誌，無人會當阻止。A-kong sóo kuat-tīng ê tāi-tsì, bô-lâng ē-tàng tsóo-tsí. (祖父所決定的事情，沒有人能夠阻止。)　
阻礙,VC,【動】阻擋、妨礙。例：你的擾亂會阻礙著我的生理，害我趁無錢。Lí ê jiáu-luān ē tsóo-gāi-tio̍h guá ê sing-lí, hāi guá thàn bô tsînn. (你的騷擾會妨礙到我的生意，害我賺不到錢。)　
阻隔,VJ,
阿,VH,
阿伯,Na,1.【名】伯父。稱謂。父親的哥哥。
阿公,Na,1.【名】爺爺、祖父。稱謂。稱呼父親的父親。
阿公店,Nc,高雄市岡山(附錄－地名－舊地名)
阿公店溪,Nc,附錄－地名－溪川名
阿叔,Na,1.【名】叔叔。稱謂。爸爸的弟弟。如果是「阿叔仔」是指丈夫的弟弟。
阿妗,Na,【名】舅媽。稱謂。舅舅的妻子。
阿姆,Nb,1.【名】伯母。稱謂。伯父的妻子。
阿姊,Na,【名】姊姊。稱謂。同父母所生而比自己年紀大的女性。
阿姨,Na,1.【名】姨媽。稱謂。母親的姊妹。
阿娘,Na,媽媽、母親。舊時的叫法。見【阿母】a-bú 條。
阿婆,Na,【名】老婦。對年長婦人的通稱。
阿媽,Na,1.【名】奶奶、祖母。稱謂。稱呼父親的母親。
阿嫂,Na,【名】嫂嫂。稱謂。哥哥的妻子。
阿嬸,Na,【名】嬸嬸。稱謂。叔叔的妻子。
阿彌陀佛,Nb,【名】佛教經典中所記載的佛。音譯自梵語。他原是世自在王如來時的法藏比丘，發願成就一個盡善盡美的佛國，並要以最善巧的方法來度化眾生，後來成佛，創造西方極樂世界。
阿桑,Na,【名】稱謂。對年長者的一種尊稱。
阿母,Na,【名】稱謂。媽媽、母親，通常用來當作「面稱」的詞彙。
阿爸,Na,【名】爸爸。稱謂。子女對父親的稱呼。
阿爹,Na,【名】爸爸。稱謂。子女對父親的稱呼。舊時的叫法。
阿猴,Nb,屏東(附錄－地名－舊地名)
阿祖,Nb,【名】曾祖父母。稱謂。稱呼祖父的父母親。
阿莎力,VH,
阿里山,Nc,附錄－地名－火車線站名
阿里山線,Nc,附錄－地名－火車線站名
阿里山鄉,Nc,嘉義縣行政區(附錄－地名－臺灣縣市行政區名)
陀,b,
附,VC,
附加,VC,
附屬,VI,
附帶,VC,
附設,VC,
附近,Nc,
附錄,Na,
陋,VH,
陌,VH,
降,VH,1.【動】由高而低，由上而下。例：降火氣　kàng hué-khì、飛機起降　hui-ki khí kàng(飛機起落)。
降低,VHC,
降價,VH,
降臨,VA,【動】來到、光臨。
降落,VA,【動】由高而低的落下、下墜。
限,VJ,1.【動】限制、不許超越。例：彼个物件限你明仔載中晝以前予我。Hit ê mi̍h-kiānn hān lí bîn-á-tsài tiong-tàu í-tsîng hōo--guá. (那個東西限你明天中午以前給我。)　
限制,VE,1.【動】限定。不能超過一定的範圍。例：限制六十个人。Hān-tsè la̍k-tsa̍p ê lâng. (限制在六十個人。)　
限定,VK,
限度,Na,
限期,Na,
限量,VH,
限電,VA,
限額,Na,
陝,Nc,
院,Nc,1.【名】具有特定用途的場所名稱。例：病院　pēnn-īnn(醫院)。
院區,Nc,
院士,Na,
院會,Nc,
院校,Na,
院長,Na,
陣,Nf,1.【量】計算人群的單位。例：一陣人　tsi̍t tīn lâng(一群人)。
陣地,Nc,
陣容,Na,
陣營,Na,
陣雨,Na,【名】西北雨、雷陣雨。降雨時間短暫，雨勢時大時小，常伴隨著打雷、閃電。臺灣地區夏季午後常有這種雨。
陣頭,Na,【名】遊行隊伍。民俗節慶時，參加表演的業餘樂團或遊藝團體。臺灣地區廟會時，常見的「陣頭」有「南管」(lâm-kuán)、「北管」(pak-kuán)、「宋江陣」(Sòng-kang-tīn)、「車鼓陣」(tshia-kóo-tīn)、「蜈蚣閣」(giâ-kang-koh)等。
除,VJ,1.【動】去掉。例：排除　pâi-tû。
除了,P,
除名,VB,【動】在名冊上除去姓名，取消原有的資格。例：伊違反規定，去予主辦單位除名矣。I uî-huán kui-tīng, khì hōo tsú-pān tan-uī tû-miâ--ah. (他違反規定，被主辦單位取消資格了。)　
除權,VA,
除非,Cbb,【副】表示唯一的條件。即只有、惟有的意思。例：除非你答應，伊才肯共阮鬥相共。Tû-hui lí tah-ìng, i tsiah khíng kā guán tàu-sann-kāng. (只有你答應，他才肯幫助我們。)　
陪,VC,1.【動】伴隨。例：你陪我去彼爿好無？Lí puê guá khì hit-pîng hó--bô? (你陪我去那兒好不好？)　
陪伴,VC,【動】相陪作伴。
陰,VH,
陰府,Nc,
陰影,Na,
陰德,Na,【名】不被人知道的德行。
陰暗,VH,
陰曆,Na,【名】陰曆。根據月球繞地球公轉的周期所制定的曆法，又稱為「太陰曆」。如回教世界通行的回曆，一年有三百五十四或三百五十五天。漢族傳統的農曆則屬於「陰陽合曆」。
陰謀,Na,【名】有所企圖而暗中策劃不正當的計謀。
陰間,Nc,【名】民間傳說人死後靈魂所去的地方。
陰陽,Na,1.【名】習慣上指月亮為「陰」，太陽為「陽」。
陰魂,Na,【名】人死後的靈魂。
陳,VH,附錄－百家姓
陳三五娘,Nb,【熟】民間傳說，也是歌仔戲著名戲目。泉州陳三在燈會中邂逅潮州黃五娘，一見鍾情，五娘以荔枝為信，陳三假扮磨鏡師，故意弄破寶鏡賣身黃家，但五娘已許婚給紈褲子弟林大，卻在丫鬟益春的協助下私奔，經過一番波折，二人終成眷屬。又名「荔鏡記」。
陳列,VC,
陳情,VF,【動】陳述實情、表達願望。
陳有蘭溪,Nc,附錄－地名－溪川名
陳皮,Na,
陳設,VC,
陵,Na,
陶,VH,附錄－百家姓
陷,VHC,1.【動】沒入、沉入、深入。例：塗跤陷入去。Thôo-kha hām--ji̍p-khì. (地面凹下去。)；陷眠　hām-bîn(做夢)。
陷坑,Na,【名】陷阱。為捕捉野獸而挖掘的深坑。引申為害人的計謀。例：細膩！毋通跋落去陷坑。Sè-jī! M̄-thang pua̍h lo̍h-khì hām-khenn. (小心！不要跌到陷阱裡去了。)　
陷害,VC,【動】以言語或計謀使他人的利益受損。例：伊這个人真歹心，竟然設計共人陷害。I tsit ê lâng tsin pháinn-sim, kìng-jiân siat-kè kā lâng hām-hāi. (他這個人真是壞心腸，竟然設計陷害人。)　
陷落,VH,
陷阱,Nc,
陸,Neu,附錄－百家姓
陸地,Na,
陸委會,Nc,
陸橋,Na,【名】在馬路中央架空的橋樑，通常為了疏通車流而跨越十字路口架設。
陸續,D,
陸軍,Na,
陽,Na,附錄－百家姓
陽傘,Na,
陽明山,Nc,附錄－地名－山脈名
陽春,VH,
陽曆,Na,【名】陽曆。根據地球繞太陽公轉的周期所制定的曆法，又稱為「太陽曆」。
陽間,Nc,
隆,VH,
隆重,VH,
隊,Nf,1.【名】行列。例：排隊　pâi-tuī、車隊　tshia-tuī。
