2	一	壹	第7級	it	壹	【替】tsi̍t			1.【數】數字。	2.【形】極、最、第一的。例：一流　it-liû。	3.【形】相同的。例：兩个生做一模一樣。In nn̄g ê senn-tsò it-bôo-it-iūnn. (他們兩個長得一模一樣。)　	4.【副】整個地、全部地。例：一生　it-sing、一向　it hiòng。																						
11864	縛	綁	第5級	pa̍k					1.【動】有形或無形的束縛、捆綁。例：共物件縛起來。Kā mi̍h-kiānn pa̍k--khí-lâi. (把東西綁起來。)；縛粽　pa̍k-tsàng(包粽子)、予囡仔縛牢咧袂當出門。　Hōo gín-á pa̍k-tiâu--leh bē-tàng tshut-mn̂g. (被孩子絆住無法出門。)　	2.【量】計算成捆物品的單位。例：兩縛柴　nn̄g pa̍k tshâ(兩捆柴)。	3.【形】衣服穿得太緊。例：這領衫穿起來傷縛。Tsit niá sann tshīng--khí-lâi siunn pa̍k. (這件衣服穿起來太緊了。)　	4.【動】編織長篾片製成的器物。例：縛竹籃　pa̍k tik-nâ(編竹籃)。																						
11865	縣	縣	第5級	kuān					【名】地方行政單位。例：宜蘭縣　Gî-lân-kuān。															縣	kuǎn	kuān	kuāinn	kuān	kuān	kuān	kuāinn	kuān	kuīnn	kuān
11880	窸倏	趕緊	第4*級	sī-suā	迅速、彳亍				1.【副】趕快、趕緊。例：窸倏行！Sī-suā kiânn! (趕快走！)　	2.【副】迅速、敏捷。例：做代誌著較窸倏咧。Tsò tāi-tsì tio̍h khah sī-suā--leh. (做事情要迅速敏捷。)　																								
11897	膨皮	豐滿	第6級	phòng-phuê/phòng-phê					【形】形容臉頰飽滿豐盈的樣子。例：彼个囡仔生做膨皮膨皮誠古錐。Hit ê gín-á senn-tsò phòng-phuê-phòng-phuê tsiânn kóo-tsui. (那個小孩子長得胖胖的很可愛。)　																									
11900	興旺	繁榮	第5級	hing-ōng			興		【形】興隆旺盛的樣子。例：六畜興旺　lio̍k-thiok hing-ōng(農家希望養的家禽家畜快快長大，賣好價格賺大錢。比喻希望事業繁盛興隆。)　																									
11907	興衰	興衰	第7級	hing-sue			衰旺、興敗		【名】興盛與衰微。例：興衰有時　hing-sue iú sî。																									
11911	膨鼠	松鼠	第7級	phòng-tshí/phòng-tshú			火鼠、膨尾鼠		【名】松鼠。外形像老鼠但大些，尾巴長且膨鬆，常棲於樹上，吃果實。																									
11913	興趣	興趣	第3級	hìng-tshù					1.【名】樂於學習、注意的事。例：我的興趣是畫圖。Guá ê hìng-tshù sī uē-tôo. 　	2.【名】對事情感到有興致，願意投入參與。例：你對政治敢有興趣？Lí tuì tsìng-tī kám ū hìng-tshù? (你對政治有興趣嗎？)　																								
11917	蝹	蜷曲	第7級	【替】un					【動】蜷曲身體、曲身蹲坐。例：伊蝹佇壁邊。I un tī piah-pinn. (他蜷在牆角。)　																									
11924	褲帶	腰帶	第6級	khòo-tuà					【名】腰帶。紮緊褲腰的帶子。																									
11935	親	親	第5級	【文】tshin		【白】tshenn/tshinn			1.【形】有血親關係的。例：親兄弟　tshin hiann-tī、親生囝　tshin-senn-kiánn(親生兒子)、親老母　tshin lāu-bú(具血緣關係的母親)。	2.【名】親戚。例：舉目無親　kí bo̍k bû tshin。	3.【形】親近、親密。例：我佮伊無親。Guá kah i bô tshin. (我和他不親近。)；伊佮阿姑足親。I kah in a-koo tsiok tshin. (他跟他姑姑很親近。)　	4.【副】親自。例：親身出馬　tshin-sin tshut-má(親自動手做某事)、我親目睭看著的。　Guá tshin ba̍k-tsiu khuànn--tio̍h--ê. (我親眼看到的。)；這是你親喙講的。　Tse sī lí tshin-tshuì kóng--ê. (這是你親口說出來的。)　	5.【名】婚事。例：求親　kiû tshin。	6.【名】父母。例：雙親　siang-tshin、父親　hū-tshin、母親　bú-tshin。																				
11936	諞	騙	第4級	【替】pián					【動】詐欺、拐騙。例：伊予人諞去矣。I hōo lâng pián--khì--ah. (他被人拐騙了。)　																									
11937	諾	哦	第4級	【替】--hioh		lo̍k			【助】感嘆詞。表示領悟的語氣詞。例：諾，原來是按呢喔！Hioh, guân-lâi sī án-ne--ooh! (哦，原來是這樣喔！)　																									
11938	謔	戲弄	第7級	gio̍h		giok			【動】戲弄。例：謔人　gio̍h--lâng(用言語戲弄人)。																									
11940	賰	剩	第4級	【替】tshun	偆、伸				1.【動】剩餘。例：飯猶有賰　pn̄g iáu ū tshun(飯還有剩)、菜賰一屑仔　tshài tshun tsi̍t-sut-á(菜剩一點點)。	2.【動】存下錢來。例：講伊賰袂少錢。Thiann-kóng i tshun bē tsió tsînn. (聽說他存了不少錢。)　																								
11941	賴	賴	第6級	【白】luā		【文】nāi			1.【動】誣指人家做壞事。例：你莫烏白賴人。Lí mài oo-pe̍h luā--lâng. (你不要誣賴別人。)　	2.【名】姓。例：賴小姐　Luā sió-tsiá。	3.【動】纏著。例：死賴人　sí luā--lân(死纏著他人)、吼賴人　háu luā--lâng(哭纏著人)。																							
11942	蹁	踉蹌	第7級	phîn					【動】因暈眩、貧血、醉酒等因素而走路不穩。例：伊人無爽快，行路會蹁。I lâng bô sóng-khuài, kiânn-lōo ē phîn. (他人不舒服，走路有點晃。)　																									
11943	蹄	蹄	第6級	tê/tuê					1.【名】人或動物的腳。例：跤蹄　kha-tê(腳丫子)。	2.【名】人的手掌。例：手蹄　tshiú-tê(手心)。														蹄	tuê	terê	tuê	tê	tê	tê	tuê	tuê	tuê	tê
11944	親人	親人	第4*級	tshin-lâng	親儂			外人	1.【名】親人、至親。關係親近的親屬。	2.【名】同宗、同姓。原本非親非故，因為同姓而攀親帶故的人。例：親人姑仔　tshin-lâng koo-á(準姑母、同姓姑姑、同姓女長輩)。[近]同的																								
11945	親切	親切	第4級	tshin-tshiat				冷淡	【形】和善懇切。例：伊對人不止仔親切。I tuì lâng put-tsí-á tshin-tshiat. (他對人相當親切。)　																									
11946	親友	親友	第5級	tshin-iú					【名】親戚和朋友。																									
11947	親手	親身	第5級	tshin-tshiú			親身		【動】親自動手，經由自己的手。																									
11950	諞仙仔	騙子	第4*級	pián-sian-á			佬仔、諞仙		【名】騙子、郎中。指用謊話或詭計去陷害別人的人。															騙子	諞仙　pián-sian	術仔　su̍t-á, 諞仙仔　pián-sian-á	諞仙仔　pián-sian-á	佬仔　láu-á, 諞仙仔　pián-sian-á	諞仙仔　pián-sian-á	諞仙仔　pián-sian-á	暫無資料　	諞仙　pián-sian, 騙子　phiàn-tsú	諞仙仔　pián-sian-á	諞仙仔　pián-sian-á
11951	親生	親生	第6級	tshin-senn/tshin-sinn				乞的、分的、抱的、養的	【形】親自生育的。例：伊是阮的親生老爸。I sī guán ê tshin-senn lāu-pē. (他是我的生父。)　																									
11952	親目	親眼	第5級	tshin-ba̍k					【動】親眼。親自看到。例：伊講這件代誌是伊親目看著的。I kóng tsit kiānn tāi-tsì sī i tshin-ba̍k khuànn--tio̍h--ê. (他說這件事是他親眼看到的。)　																									
11953	親身	親身	第5級	tshin-sin			親手		【名】親自。例：遮的資料愛親身交予伊。Tsia-ê tsu-liāu ài tshin-sin kau hōo--i. (這些資料要親自交給他。)　																									
11954	親事	親戚	第4級	tshin-sū			親情		【名】婚姻大事。例：親事講袂成，免想欲結婚。Tshin-sū kóng bē sîng, bián siūnn-beh kiat-hun. (親事沒談成，別想結婚。)　																									
11972	親喙	親口	第5級	tshin-tshuì					【動】親口。例：伊親喙講的，袂假啦！I tshin-tshuì kóng--ê, bē ké--lah! (他親口說的，不會假啦！)　																									
11973	親愛	親愛	第4*級	tshin-ài			心愛		【動】關係密切、情感深厚。																									
11974	親像	儼然	第7級	tshin-tshiūnn			宛然、若像、若親像		【副】好像、好比。例：兩个好甲親像兄弟仔仝款。In nn̄g ê hó kah tshin-tshiūnn hiann-tī-á kāng-khuán. (他們兩個要好得像兄弟一樣。)　																									
11976	賰錢	積蓄	第6級	tshun-tsînn					1.【名】用剩的金錢。例：你提一千箍出去，有賰錢轉來無？Lí the̍h tsi̍t-tshing khoo tshut--khì, ū tshun-tsînn tńg--lâi--bô? (你拿一千元出去，有剩錢回來嗎？)　	2.【名】積蓄下來的錢。例：身軀邊若無賰錢，欲用的時陣就愛共人伸長手。Sin-khu-pinn nā bô tshun-tsînn, beh īng ê sî-tsūn tō ài kā lâng tshun tn̂g tshiú. (身邊如果沒有存款，需要用到的時候就要跟別人要。)　																								
11977	貓頭鳥	貓頭鷹	第7級	niau-thâu-tsiáu			暗光鳥、貓頭鷹		【名】貓頭鷹、夜鴞。禽鳥類。眼睛大而圓，肉食性，晝伏夜出，捕捉鼠、麻雀等小動物。															貓頭鷹	暗光鳥　àm-kong-tsiáu	暗光鳥　àm-kong-tsiáu, 貓頭鳥　niau-thâu-tsiáu	暗光鳥　àm-kong-tsiáu	暗光鳥　àm-kong-tsiáu, 貓頭鳥　niau-thâu-tsiáu	暗光鳥　àm-kong-tsiáu, 鴣黃　koo-n̂g	暗光鳥　àm-kong-tsiáu, 貓頭鳥　niau-thâu-tsiáu, 鴣黃　koo-n̂g	暗光鳥　àm-kong-tsiáu	貓頭鳥　niau-thâu-tsiáu	貓頭鳥　niau-thâu-tsiáu	貓頭鳥　niau-thâu-tsiáu
11978	貓霧仔光	曙光	第7級	bâ-bū-á-kng			拍殕仔光、貓霧光		【名】破曉時的天色。例：天貓霧仔光伊就起來矣。Thinn bâ-bū-á-kng i tō khí-lâi--ah. (天剛破曉他就起來了。)　																									
11979	貓霧光	曙光	第7級	bâ-bū-kng			貓霧仔光、天欲光		【形】曙光出現時的光亮。																									
11981	輸	輸	第4級	su					1.【動】贏的相反。例：這擺比賽伊輸去。Tsit pái pí-sài i su--khì. (這次比賽他輸了。)；輸筊　su kiáu(賭輸)。[反]贏	2.【動】不如、比不上。例：稅厝較輸買厝。Suè-tshù khah-su bé tshù. (租房子不如買房子。)　	3.【動】運送、運輸。例：輸血　su-hueh、輸入　su-ji̍p、輸出　su-tshut、運輸　ūn-su。	4.【動】打賭。例：相輸　sio-su(打賭)。																						
11982	辦	辦	第3*級	pān					1.【動】處理。例：這件代誌是伊咧辦的。Tsit kiānn tāi-tsì sī i teh pān--ê. (這件事情是他在處理的。)　	2.【動】採買。例：辦嫁粧　pān-kè-tsng(採買嫁妝)、辦貨　pān-huè(採購物品)。	3.【動】準備。例：辦菜　pān-tshài(準備餐點)、辦桌　pān-toh(準備酒筵)。	4.【動】經營、創建。例：辦學校　pān ha̍k-hāu。																						
11983	選	選	第3級	suán					【動】挑取、選擇。例：你選佗一个？Lí suán tó tsi̍t ê?(你選哪一個？)；選囝婿　suán kiánn-sài(挑女婿)。																									
11986	醒	醒	第4級	【白】tshénn/tshínn		【文】síng			1.【動】結束睡眠狀態。例：睏醒　khùn-tshénn(睡醒)。	2.【動】從酒醉、麻醉或昏迷的狀態下恢復正常。例：酒醉醒矣。Tsiú-tsuì tshénn--ah. (酒醒了。)　	3.【量】計算睡眠次數的單位。例：伊已經睏一醒矣。I í-king khùn tsi̍t tshénn--ah. (他已經睡一覺了。)　													醒	tshínn	tshínn	tshínn	tshénn	tshénn	tshénn	tshínn	tshínn	tshínn	tshénn
11987	鋸	鋸	第7級	kì/kù					1.【動】用鋸子鋸物。例：鋸柴　kì tshâ(鋸木頭)。	2.【名】用來斷開木頭的工具，邊緣有尖齒。例：電鋸　tiān-kì。														鋸	kìr	kìr	kù	kì	kù	kì	kìr	kù	kìr;kì	kì
11988	鋼	鋼	第6級	【白】kǹg		【文】kong			【名】精鍊的鐵。例：鋼鐵　kǹg-thih。															鋼	白鐵仔　pe̍h-thih-á, 鋼　kǹg	白鐵仔　pe̍h-thih-á	ステンレス　sir33-tian55-le51-sir11, 白鐵仔　pe̍h-thih-á	白鐵仔　pē-thih-á, 鋼　kǹg	白鐵仔　pe̍h-thih-á, 鋼　kǹg	ステンレス　sir33-tian55-le51-sir11, 白鐵仔　pe̍h-thih-á	鋼　kǹg	鋼　kǹg	鋼　kǹg	鋼　kǹg
11989	錄	錄	第5級	【俗】lo̍k		【文】lio̍k、【白】li̍k			1.【動】將文字、聲音或影像記載下來。例：錄影　lo̍k-iánn、錄音　lo̍k-im、記錄　kì-lo̍k。	2.【動】採取、採用。例：錄取　lo̍k-tshú、錄用　lo̍k-iōng。	3.【名】登記事物各項資訊的書籍、簿冊。例：職員錄　tsit-uân-lo̍k、言行錄　giân-hîng-lo̍k。																							
11990	輸入	輸入	第6級	su-ji̍p/su-li̍p				輸出	1.【動】進口、入口。貨物、思想、科技等東西從外地或外國傳入本地或本國。	2.【動】將資料、信號等訊息鍵入及貯存在電腦裡面。例：輸入法　su-ji̍p huat(一種鍵入資料的電腦操作方式)、輸入資料　su-ji̍p tsu-liāu。																								
11991	辦公	辦公	第5級	pān-kong					【動】處理公家的事務。																									
11993	選手	選手	第5級	suán-tshiú					【名】參加各種比賽的代表者。																									
11995	輸出	輸出	第6級	su-tshut				輸入	1.【動】出口。貨物、思想、科技等東西從本地或本國傳到外地或外國。	2.【動】將資料、信號等訊息從某內部傳送到外部。																								
11996	遵守	謹守	第7級	tsun-siú			服從		【動】謹守、服從。																									
11997	輸血	輸血	第6級	su-hueh/su-huih					【動】把健康人的血漿，移注到病人體內。一般多由靜脈緩緩輸入，但對於病勢危急的患者，可由動脈進行輸血急救。																									
11998	遺言	遺囑	第7級	uî-giân			遺書、遺囑		【名】遺書、遺囑。人在臨終前所遺留的言辭。																									
11999	遵命	遵從	第7級	tsun-bīng			服從		【動】遵從、從命。遵循命令。通常用在戲劇中，下屬對於上司發號命令的應答。																									
12000	辦法	辦法	第2級	pān-huat			方法		【名】處理事務或解決問題的方法、措施。																									
12002	錄音	錄音	第5級	lo̍k-im					【動】用機器設備將聲音收錄下來。																									
12004	醒悟	覺悟	第6級	síng-ngōo			覺悟、覺醒		【動】覺醒明白。例：無論我按怎苦勸，伊就是袂醒悟。Bô-lūn guá án-tsuánn khóo-khǹg, i tō sī bē síng-ngōo. (不管我怎麼勸，他始終不會覺悟。)　																									
12006	遺書	遺囑	第7級	uî-su			遺言、遺囑、手尾字		【名】死者所遺留下來的文字。																									
12007	辦理	辦理	第5級	pān-lí			處理		【動】處理。安排事務。																									
12008	遺產	遺產	第5級	uî-sán			手尾錢、祖公屎、祖公產		【名】人死後所遺留下來的一切財產。																									
12009	選票	選票	第5級	suán-phiò					【名】選舉時用來填寫或圈選被選舉人姓名的票張。																									
12011	鋼琴	鋼琴	第4級	kǹg-khîm					【名】樂器名。鍵盤樂器。有直立式和平臺式，手指按動鍵盤時會牽動鍵盤下的木槌敲打鋼絲絃，是樂團中的重要樂器。																									
12014	選擇	選擇	第3*級	suán-ti̍k					【動】挑選、擇取。																									
12015	遺憾	遺憾	第5級	uî-hām					【名】缺憾、惋惜。																									
12016	選舉	選舉	第5級	suán-kí/suán-kú					【動】用選票或舉手等表決方式，來選出代表或負責人。																									
12020	遺囑	遺囑	第7級	uî-tsiok			遺言、遺書		見【遺言】uî-giân 條。																									
12021	錚	計較	第6級	【替】tshānn					1.【動】爭論、計較。例：佮伊錚落去。Kah i tshānn--lo̍h-khì. (跟他拼了。)　	2.【聲】狀聲詞，敲打鑼鈸的聲音。例：錚錚叫　tshānn tshānn kiò(發出吵雜的聲音)。																								
12022	錢	錢	第1級	【白】tsînn		【文】tsiân、【俗】tshiân			1.【名】貨幣。例：金錢　kim-tsînn。	2.【量】計算重量的單位。公制一錢等於百分之一公斤，台制一錢等於十分之一台兩。例：兩錢金仔　nn̄g tsînn kim-á(兩錢金子)。	3.【名】姓氏。																							
