UID	role	content	issuePageLine	book
33540	NULL	後來住在高雄市戲獅甲。伊自囝仔就死父母。被{伊+心}大兄養飼。	5-56-2	語苑三十一
33541	NULL	大兄亦死。{伊+心}姉妹亦計個稼出去。伊今年四十歲。亦無妻亦無子孤單身。	5-56-3	語苑三十一
33542	NULL	在彼工場做工。到十一月彼疊。聽見講{伊+心}彼有一個姓謝名叫仙化。	5-56-4	語苑三十一
33543	NULL	{伊+心}兜干乾{伊+心}老牽手與一個媳婦仔名叫申仔。今即一廿歲成美。仙化欲要招陳天成的螟蛉子名叫呼	5-56-5	語苑三十一
33544	NULL	配{伊+心}媳婦仔來做子婿。即叫人去對陳天成講。伊不肯。照白即去尋仙化講。	5-56-6	語苑三十一
33545	NULL	俾我去對伊講。伊定著能允。即去對天成講。天成講對娶是無要緊。無欲被伊招。	5-56-7	語苑三十一
33546	NULL	講沒成。尚彼個乎與申仔。自早就相好。乎看{伊+心}老父不肯給人招。自如此走去別位不返去。	5-56-8	語苑三十一
33547	NULL	天成即想講乎不返來是被照白煽動的。尚照白在教伊拳頭。	5-56-9	語苑三十一
33548	NULL	將這去報高雄警察署。對白隨時被刑事叫去大罵。罵了即放伊返去。照白因為伊有按底成十次。	5-57-1	語苑三十一
33549	NULL	不知要更被伊按怎辦。愈想愈煩惱。適適到二月初二暗。該地保正叫{伊+心}二個去{伊+心}兜。	5-57-2	語苑三十一
33550	NULL	對天成講。今著做情給伊。不可更投刑事。伊有犯罪真多次。被刑事拿去刑。	5-57-3	語苑三十一
33551	NULL	真無捨施。天成講要更去對告。無。食沒消。自如此返去。照白亦返去。	5-57-4	語苑三十一
33552	NULL	伊坐在眠床食一鉢煙。愈想愈煩惱。彼候天成{伊+心}牽手來。對伊大詈。講你此個賊仔謝照白。	5-57-5	語苑三十一
33553	NULL	沒曉見誚。像你此款成大歹人。穢撒地方俾你去死較好。此滿要更去報大人。	5-57-6	語苑三十一
33554	NULL	明仔再刑事大人更來拿你去損。損俾你泏尿。你一條性命食到明仔日再都能無去喇。	5-57-7	語苑三十一
33555	NULL	講了自如此返去。伊被伊鄙姦罵心肝真蹙。全暝睏沒落眼。到天未光彼候。	5-57-8	語苑三十一
33556	NULL	就決心要將{伊+心}夫仔妻計對刣死。一腹氣即能透。即隨時夯菜刀去{伊+心}兜。	5-57-9	語苑三十一
33557	NULL	彼候天打頗光。{伊+心}厝內的人尚在睏。伊即假做查某人的聲叫門。{伊+心}妻起來對開門。	5-57-10	語苑三十一
33558	NULL	照白亦無做聲一下就跳入去正廳內面。對{伊+心}查某人的胸坎腹肚亂對[賛+刂]落去。	5-57-11	語苑三十一
33559	NULL	伊就倒在彼。{伊+心}小叔陳天得聽著輪攏叫的聲。緊扒起來走出來。照白更[賛+刂]伊的胸坎。	5-58-1	語苑三十一
33560	NULL	彼候{伊+心夫天成亦走出來。對照白的加脊後含伊的双手做一下出力對攬。	5-58-2	語苑三十一
33561	NULL	照白手沒震動。總是順手勢對天成的倒手邊的腹肚對[賛+刂]落去。	5-58-3	語苑三十一
33562	NULL	{伊+心}三個計計胸坎嘮腹肚嘮此的步位攏俾伊[賛+刂]著。隨時死去。此條刣死三人的兇案。	5-58-4	語苑三十一
33563	NULL	今年三月在臺南法院訊問。對定死罪。伊不甘願更對高等法院控訴。	5-58-5	語苑三十一
33564	NULL	五月六日在覆審部審理到十一日猶原照原審定死罪。	5-58-6	語苑三十一
33565	NULL	你是被恁頭家食凸丁即撒釘行不做工是不。	5-61-1	語苑三十一
33566	NULL	你自己怒氣。那著彼使癖。怒氣別人。	5-61-2	語苑三十一
33567	NULL	這做了都亦無司阜。伊話講了真司阜。	5-61-3	語苑三十一
33568	NULL	咱另外用一個司阜步對伊抵看能成沒。	5-61-4	語苑三十一
33569	NULL	伊見要講的。也是要做的。見拾人的尿尾的。不是出自伊自己的意思來。	5-61-6	語苑三十一
33570	NULL	若無。這罔用。無牛駛馬是能使得。	5-62-1	語苑三十一
33571	NULL	你亦敢創彼款的事情。如駛無頭船。成危險。	5-62-2	語苑三十一
33572	NULL	你雖是蹙伊。亦不可如此在眾人的面前對嘲皮。	5-62-4	語苑三十一
33573	NULL	這傷脆。糊沒住。攪些水即好。	5-62-6	語苑三十一
33574	NULL	伊是徐徐仔病。攏無創何。	5-62-7	語苑三十一
33575	NULL	阮那能堪得被伊掃體面。掃到如此。	5-62-8	語苑三十一
33576	NULL	彼候伊氣到拺死。	5-62-9	語苑三十一
33577	NULL	你那要如此惹虱上頭爬。	5-62-10	語苑三十一
33578	NULL	留彼要創何。你殺殺著對伊賣。	5-62-11	語苑三十一
33579	NULL	你與伊契約。此條著挑明對伊塞死。後來即無事。	5-63-1	語苑三十一
33580	NULL	囝仔彼呢真欲去東京讀書。你亦著殺心俾去。	5-63-3	語苑三十一
33581	NULL	要創事情殺手是可。總是不可對人殺手。	5-63-5	語苑三十一
33582	NULL	像{伊+心}殺不死的人。你亦敢伨伊。	5-63-6	語苑三十一
33583	NULL	彼款人真砂屑。瘦牛厚尿。	5-63-7	語苑三十一
33584	NULL	有可食彼山珍海味。有可穿彼綾羅紡絲的人。豈是真富貴的。	5-63-8	語苑三十一
33585	NULL	瘦人賢食飯。瘠田賢吸水。這有影。人講瘠人厚火。我無欲信。	5-63-10	語苑三十一
33586	NULL	彼的公錢俾伊去保管。伊長短提來用。攏食了了。	5-64-1	語苑三十一
33587	NULL	伊平時所交陪的。攏是彼的屑仔凹仔。	5-64-4	語苑三十一
33588	NULL	你的人那彼屑黎。啊成羅離啼即能被人嫌。	5-64-5	語苑三十一
33589	NULL	預先用手對掃一下。即用脚對掃俾倒著不。	5-64-7	語苑三十一
33590	NULL	看伊的行路鑱得鑱得。是生成的也是破病的。	5-64-9	語苑三十一
33591	NULL	{伊+心}二個三仔三十一。對人食了了。	5-64-11	語苑三十一
33592	NULL	老人趛腰亦是一種的病。	5-65-1	語苑三十一
33593	NULL	彼隻毶獅狗不過賢吠而已。沒咬人。	5-65-2	語苑三十一
33594	NULL	伊先對我掃精。我不願即對爬。	5-65-3	語苑三十一
33595	NULL	咱坐船坐三等。在船內三色人講三色話。	5-65-4	語苑三十一
33596	NULL	我甘願三色全被你罰。拜託你做情給我。	5-65-6	語苑三十一
33597	NULL	伊一下失敗。續毶淡到彼款。	5-65-8	語苑三十一
33598	NULL	我被你吵衰吵旺。即一滾了彼多錢。	5-65-9	語苑三十一
33599	NULL	你不可來與我在三冬花。	5-65-10	語苑三十一
33600	NULL	你講彼三十三天外的話。何人要信。	5-65-11	語苑三十一
33601	NULL	囝仔人各日欲三不正食真不好。	5-66-1	語苑三十一
33602	NULL	食酒亦著欲準節。不可如此食到三炸炸。	5-66-2	語苑三十一
33603	NULL	稱新的較鬆舊的較頑。彼未免得。	5-66-4	語苑三十一
33604	NULL	你攜彼是要送館仔飯。著不。	5-66-5	語苑三十一
33605	NULL	彼女給對人客若仔賢款待。扶脚挾手。更送小心。成利害。	5-66-6	語苑三十一
33606	NULL	此滿有飛行機。早起坐下晡就到內地。	5-66-8	語苑三十一
33607	NULL	或者父母破病傷重亦免驚無可送終。	5-66-9	語苑三十一
33608	NULL	老人要過溝仔。你著對伊束咧。	5-66-10	語苑三十一
33609	NULL	此領蔑蓆破去。呌伊整即好。	5-66-11	語苑三十一
33610	NULL	我想要由花園橫過去。適伊出來双手對我攔得。不俾我過。	5-67-1	語苑三十一
33611	NULL	大水來。去溪墘用綱瓠[扌+戽]魚。拿到暢。	5-67-3	語苑三十一
33612	NULL	無。咱來插一卓酒。看你憶能著。也是我憶能著。	5-67-4	語苑三十一
33613	NULL	你不可與伊整手。整了倒害。	5-67-6	語苑三十一
33614	NULL	伊豎在臺頂。手插腰在演說。	5-67-7	語苑三十一
33615	NULL	昨昏彼送王起身，阮妻對拺鹽米。講不可更來。	5-67-8	語苑三十一
33616	NULL	親像早起討無下昏餐的人。若一下著病。{伊+心}全家要按怎。	5-67-10	語苑三十一
33617	NULL	早間。無此的物。這敢是過鹹水的。	5-68-1	語苑三十一
33618	NULL	{伊+心}妻不時吵家撈宅。是因為與{伊+心}同妯仔沒落[口+肴]即如此。	5-68-2	語苑三十一
33619	NULL	講早雨早晴。暗雨住暝嘮。尚講早日不成天嘮。	5-68-4	語苑三十一
33620	NULL	尚亦有人講早看東南，晚看西北。這亦可知影有雨也無雨。真有準。	5-68-5	語苑三十一
33621	NULL	全身軀已經柴柴。這敢救沒活。	5-68-7	語苑三十一
33622	NULL	伊是伊的舊夥記。與伊息真久。此滿更翻舊柴焦了。	5-68-8	語苑三十一
33623	NULL	伊不時來對阮吵精。成無法度。	5-68-10	語苑三十一
33624	NULL	今伊亦知影講差翼難得飛。即不敢走。	5-68-11	語苑三十一
33625	NULL	這三不五時著炸日即沒生黴。	5-68-12	語苑三十一
33626	NULL	這是水道水也是古井。	2006-2-1	語苑三十一
33627	NULL	這水道水真清氣。能飲得。	2006-2-2	語苑三十一
33628	NULL	雖是真清氣亦不可飲冷水。若嘴乾著食滾水即好。	2006-2-3	語苑三十一
33629	NULL	這滾水傷燒。透些冷水可不。	2006-2-5	語苑三十一
33630	NULL	彼亦不。不可透冷水。著置俾伊冷。	2006-2-6	語苑三十一
33631	NULL	煎滾水尚未滾。不可泡茶。	2006-2-7	語苑三十一
33632	NULL	這漢藥是要煎的，也是要泡的。也是要[火+朕]的。	2006-2-8	語苑三十一
33633	NULL	彼大帖著愛煎二碗半水煎到八分即適好。	2006-3-2	語苑三十一
33634	NULL	這高麗參[火+朕]即好，無。味能走去。	2006-3-4	語苑三十一
33635	NULL	這是時去風的，尚這是食退火的。這是食補的。這是定元氣的。	2006-3-5	語苑三十一
33636	NULL	此的漢藥不是講不好。是因為無比正地道。尚無彼名醫。即沒曉得可合彼有功效的樂。	2006-3-7	語苑三十一
33637	NULL	無醫生牌受人拜託問症頭。一下就開藥單給人。彼真不是穡。	2006-3-9	語苑三十一
33638	NULL	食漢藥隨時拆榜彼有影。所以若要食漢藥。俾有牌的真巧的醫生看即好。	2006-4-1	語苑三十一
33639	NULL	若食不著藥就倒歹。卜定性命能無去。	2006-4-3	語苑三十一
33640	NULL	診斷。看脈。開藥單。問藥。食藥。糊膏藥。手術。創病。打疊。斷根。沒離。傷重。危險。	2006-4-4	語苑三十一
33641	NULL	漸漸好。已經好。能麻。能酸。能痛。能[扌+它]。定定放。落屎。一直瀉。吐。秘結。熅膿。楥膿。出膿。	2006-4-5	語苑三十一
33642	NULL	生粒仔。	2006-4-8	語苑三十一
33643	NULL	這著欲打契約也不完。	2006-5-1	語苑三十一
33644	NULL	彼著。寫二張約字。一人提一張即能用得。	2006-5-2	語苑三十一
33645	NULL	預先寫定頭字送定金。後來即創買賣證書著不。	2006-5-4	語苑三十一
33646	NULL	如此著。尚有人寫一張倒頭字交伊。	2006-5-6	語苑三十一
33647	NULL	錢交清楚即呌伊寫頭收證著不。	2006-5-7	語苑三十一
33648	NULL	是是。長短交。見交見呌伊寫收單即妥當。	2006-6-1	語苑三十一
33649	NULL	彼張證書內面契約二比與保證人以外立會人代筆人攏著寫名當印著不。	2006-6-3	語苑三十一
33650	NULL	如此第一妥當。本人若無照約行呌保證人坐伊麼。	2006-6-5	語苑三十一
33651	NULL	有人去公證彼豈能較贏登記。	2006-6-7	語苑三十一
33652	NULL	無啊。公證與登記平平有效力。	2006-6-8	語苑三十一
33653	NULL	啊。彼登記成費氣若差一絲仔都登記沒過。	2006-6-9	語苑三十一
33654	NULL	彼應該然的。是官廳要保護百姓的權利與財產。	2006-6-11	語苑三十一
33655	NULL	彼若重錯就成害。官廳續免設。	2006-7-1	語苑三十一
33656	NULL	阮要自人借錢。阮朋友歡喜伊的土地要借阮給人做擔保。如此能使得登記沒。	2006-7-3	語苑三十一
33657	NULL	能亦個沒。如此你做債務者。尚彼個朋友做提出擔保物者。申請登記設定抵當全喇。	2006-7-6	語苑三十一
33658	NULL	此滿我對你講嗬。恁看要錢借人。也是出贌。也是買賣。也是承典。也是胎借。	2006-7-9	語苑三十一
33659	NULL	總著去請登記。也是做公正證書較妥當。	2006-7-11	語苑三十一
33660	NULL	如此別日仔沒生出問題。	2006-8-1	語苑三十一
33661	NULL	彼是你買便的。也是吩咐人做的。	2006-8-2	語苑三十一
33662	NULL	彼不是特別注文的。是創便的。隨便對伊買的。	2006-9-1	語苑三十一
33663	NULL	今仔日注文更幾工即創能好。	2006-9-3	語苑三十一
33664	NULL	此滿被人注文真多。又更再司阜有個返去支那。上緊亦著成十日。	2006-9-4	語苑三十一
33665	NULL	舊年一舒即十五元。今年二十元。豈著差彼多。	2006-9-6	語苑三十一
33666	NULL	原料起四五成。更再司阜無到。工錢亦直起。無二十元做沒起。	2006-9-8	語苑三十一
33667	NULL	恁店所用的哖布。自何位買來。	2006-9-10	語苑三十一
33668	NULL	計是自大阪阮的主顧頂手對買。	2006-9-11	語苑三十一
33669	NULL	摃電去注文。一下就配來給你著不。	2006-10-1	語苑三十一
33670	NULL	與伊交關真多年。十分信用阮。所以彼邊頂手隨時出貨將儎字直接寄來阮店裡可俾阮領。	2006-10-2	語苑三十一
33671	NULL	普通敢不是如此。貨主將荷為替手形與穢字寄對銀行來。	2006-10-5	語苑三十一
33672	NULL	人客即去銀行納錢領彼儎字自船會社領貨著不。	2006-10-6	語苑三十一
33673	NULL	如此著。不拘阮被伊信用即免如此。等候到年尾即照算。	2006-10-8	語苑三十一
33674	NULL	尚煞尾要諸致一項事情。恁本島人的商行內底。創甚麼款的賬簿。	2006-10-10	語苑三十一
33675	NULL	彼定著喇。親像浮金簿，辛金簿，收金簿，判取帳。日清簿。總簿此幾若本賬簿。	2006-11-1	語苑三十一
33676	NULL	今年的風颱真非常大，恁彼有損害無。	2006-12-1	語苑三十一
33677	NULL	風亦大。水亦大。厝被打倒的。田被流去的。算沒了。	2006-12-2	語苑三十一
33678	NULL	我真忝。大溪的石堡崩去。五甲外面計被大水流去。一暝就續變做溪埔。	2006-12-4	語苑三十一
33679	NULL	實在此個大水真利害。總是此幾年大溪双旁攏做石堡。無像往年彼大利害。	6-13-1	語苑三十一
33680	NULL	此幚做風颱真食力。阮厝後某人住。彼間倒落去。一個走沒離。被伊壓著真傷重。	6-13-3	語苑三十一
33681	NULL	早起對扛去病院俾先生打疊，講真食力救沒活。	6-13-6	語苑三十一
33682	NULL	有個看別人在慘亦無想要對救。實在心肝真雄。	6-13-8	語苑三十一
33683	NULL	今年做大水。無可收成。{伊+心}頭家亦無減租。強要對打伊實在真酷刑。	6-13-10	語苑三十一
33684	NULL	那彼殘忍。彼款人定著天公要對責罰。	6-14-1	語苑三十一
33685	NULL	伊心肝太雄。所做真惡毒。穢撒地方成可惡。	6-14-2	語苑三十一
33686	NULL	我提彼送伊。伊真歡喜對我說多謝。	6-15-1	語苑三十一
33687	NULL	伊不時被人笑亦無按怎，伊不時據在人笑。	6-15-2	語苑三十一
